epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,151.603,0.56089,0.67661,0.98768,0.75707,0.77778,0.81813,0.42515,1.36316,1.58212,1.68958,0.0016733,0.0016733,0.0016733
35,155.175,0.58562,0.66382,0.95035,0.62209,0.77778,0.66229,0.3749,1.55634,1.40767,1.87692,0.0016634,0.0016634,0.0016634
36,159.15,0.56006,0.67026,0.9613,0.53289,0.66667,0.47125,0.308,1.77357,1.55239,2.15222,0.0016535,0.0016535,0.0016535
37,163.095,0.60524,0.70846,0.94444,0.68609,0.77778,0.68098,0.34859,1.64318,1.2719,1.97755,0.0016436,0.0016436,0.0016436
38,167.102,0.50134,0.63771,0.94627,1,0.63887,0.74241,0.43254,1.47764,1.25472,1.83408,0.0016337,0.0016337,0.0016337
39,171.246,0.5684,0.65419,0.97212,0.84299,0.66667,0.66299,0.548,1.34152,1.35604,1.75846,0.0016238,0.0016238,0.0016238
40,175.986,0.54884,0.63199,0.97159,1,0.76138,0.86769,0.58421,1.14008,1.25567,1.63201,0.0016139,0.0016139,0.0016139
41,178.911,0.5886,0.65465,0.97512,0.83656,0.77778,0.82614,0.5723,1.37144,1.45836,1.66509,0.001604,0.001604,0.001604
42,181.821,0.51001,0.60767,0.93397,0.97474,0.77778,0.81604,0.60142,1.20438,1.47693,1.52701,0.0015941,0.0015941,0.0015941
43,184.847,0.54533,0.62154,0.95191,0.9836,0.77778,0.80589,0.52551,1.14641,1.30377,1.55324,0.0015842,0.0015842,0.0015842
44,187.778,0.56642,0.6024,0.94408,0.59977,0.66609,0.5649,0.33676,1.43325,2.1028,1.77464,0.0015743,0.0015743,0.0015743
45,190.669,0.56901,0.60456,0.95396,0.75905,0.77778,0.6043,0.35855,1.57839,1.90667,1.92584,0.0015644,0.0015644,0.0015644
46,193.082,0.50034,0.59229,0.91777,0.75518,0.77778,0.71963,0.38629,1.38848,1.75591,1.91929,0.0015545,0.0015545,0.0015545
47,195.572,0.49456,0.54362,0.92801,0.55547,0.55556,0.55101,0.48563,1.17027,2.16144,1.71885,0.0015446,0.0015446,0.0015446
48,197.894,0.51093,0.5924,0.94842,0.53178,0.66667,0.56943,0.42997,1.2004,2.05281,1.8009,0.0015347,0.0015347,0.0015347
49,199.972,0.51349,0.56,0.9378,0.40864,0.88889,0.61771,0.36535,1.28648,1.73008,1.91051,0.0015248,0.0015248,0.0015248
50,201.946,0.5012,0.5342,0.90796,0.7225,0.66667,0.79857,0.49953,1.08366,1.45317,1.61369,0.0015149,0.0015149,0.0015149
51,203.908,0.49636,0.57173,0.94452,0.79585,0.86813,0.87145,0.56993,1.34807,1.0702,1.89485,0.001505,0.001505,0.001505
52,205.942,0.50004,0.51941,0.91464,0.6858,0.77778,0.67783,0.56515,1.13682,1.05072,1.78019,0.0014951,0.0014951,0.0014951
53,208.099,0.46341,0.51755,0.91566,0.69594,0.76423,0.68013,0.56649,1.20179,1.04474,1.84805,0.0014852,0.0014852,0.0014852
54,210.139,0.46412,0.51623,0.91776,0.80925,0.66667,0.65714,0.57305,1.24424,1.37908,1.89064,0.0014753,0.0014753,0.0014753
55,212.085,0.52034,0.51249,0.90989,0.58073,0.77013,0.59828,0.4522,1.16157,1.37306,1.77343,0.0014654,0.0014654,0.0014654
56,214.189,0.46405,0.50594,0.91764,0.84115,0.66667,0.66207,0.54517,1.07116,1.13651,1.61604,0.0014555,0.0014555,0.0014555
57,216.298,0.47921,0.54105,0.91303,0.8531,0.6478,0.73658,0.56686,1.10731,1.01955,1.60626,0.0014456,0.0014456,0.0014456
58,218.503,0.44355,0.49471,0.91503,1,0.88262,0.984,0.62025,1.08983,0.94407,1.57087,0.0014357,0.0014357,0.0014357
59,220.612,0.46506,0.49395,0.9121,0.98537,0.88889,0.885,0.54799,1.07642,0.90662,1.57608,0.0014258,0.0014258,0.0014258
60,222.917,0.48019,0.50409,0.92243,0.99229,0.88889,0.92804,0.55427,1.11767,0.95659,1.62025,0.0014159,0.0014159,0.0014159
61,225.319,0.45826,0.50332,0.92177,0.88635,0.86856,0.89953,0.5266,1.23662,1.11382,1.67021,0.001406,0.001406,0.001406
62,227.646,0.46466,0.50566,0.91834,0.64345,0.66667,0.68543,0.43495,1.13464,1.82931,1.63878,0.0013961,0.0013961,0.0013961
63,230.098,0.50049,0.52223,0.92683,0.7902,0.88889,0.84925,0.60001,1.28309,1.16122,1.66156,0.0013862,0.0013862,0.0013862
64,232.587,0.46923,0.48716,0.90574,0.79775,0.87764,0.88592,0.64742,1.12318,0.96131,1.57903,0.0013763,0.0013763,0.0013763
65,235.54,0.44869,0.4712,0.89241,0.97632,0.77778,0.855,0.61485,1.22783,0.86917,1.63757,0.0013664,0.0013664,0.0013664
66,238.347,0.48711,0.51282,0.92014,0.7677,0.77778,0.6877,0.56975,1.24748,0.87441,1.64861,0.0013565,0.0013565,0.0013565
67,240.368,0.46437,0.46559,0.89493,0.87456,0.77505,0.70625,0.55298,1.45688,0.71342,1.85308,0.0013466,0.0013466,0.0013466
68,242.441,0.42743,0.45923,0.9085,0.87466,0.77778,0.79242,0.58509,1.40779,0.7724,1.85926,0.0013367,0.0013367,0.0013367
69,244.623,0.43879,0.47994,0.92749,0.8534,0.77778,0.76889,0.62402,1.26636,0.80807,1.71627,0.0013268,0.0013268,0.0013268
70,247.03,0.46351,0.48542,0.96329,0.85201,0.77778,0.72,0.63237,1.12199,0.69256,1.55042,0.0013169,0.0013169,0.0013169
71,249.379,0.44081,0.45951,0.88629,0.99134,0.88889,0.885,0.60767,1.10531,0.72522,1.53405,0.001307,0.001307,0.001307
72,251.523,0.42481,0.43272,0.90041,0.99854,1,0.995,0.63946,0.9877,0.71882,1.39163,0.0012971,0.0012971,0.0012971
73,253.653,0.40041,0.43451,0.88975,1,0.87,0.94324,0.61867,1.0725,0.75609,1.41897,0.0012872,0.0012872,0.0012872
74,255.826,0.44348,0.44822,0.9014,0.97108,1,0.995,0.6187,1.00067,0.75215,1.41661,0.0012773,0.0012773,0.0012773
75,258.124,0.40194,0.42372,0.88414,0.94941,1,0.995,0.6167,1.01089,0.69103,1.4835,0.0012674,0.0012674,0.0012674
76,260.415,0.42756,0.45621,0.90445,0.98841,1,0.995,0.63897,0.91945,0.66881,1.44079,0.0012575,0.0012575,0.0012575
77,262.665,0.43444,0.46053,0.88719,1,0.98971,0.995,0.67696,0.93479,0.7554,1.44076,0.0012476,0.0012476,0.0012476
78,265.01,0.42401,0.42913,0.89387,0.97762,1,0.995,0.74122,0.83638,0.69253,1.36022,0.0012377,0.0012377,0.0012377
79,267.276,0.39665,0.42221,0.86356,0.94726,0.88889,0.9675,0.70092,0.78316,0.66927,1.34668,0.0012278,0.0012278,0.0012278
80,269.827,0.40396,0.41389,0.90625,0.9766,0.88889,0.9345,0.65308,0.88192,0.77764,1.41069,0.0012179,0.0012179,0.0012179
81,272.331,0.40554,0.42201,0.89445,0.88271,0.88889,0.94349,0.58059,0.92111,0.72272,1.44209,0.001208,0.001208,0.001208
82,274.783,0.40192,0.43071,0.87933,0.87252,0.88889,0.90028,0.58928,0.96926,0.7282,1.44379,0.0011981,0.0011981,0.0011981
83,277.344,0.38627,0.40873,0.88482,0.87826,0.88889,0.95528,0.62967,1.12543,0.74232,1.52583,0.0011882,0.0011882,0.0011882
84,279.784,0.4138,0.42677,0.89212,1,0.87952,0.90071,0.65477,1.12601,0.74249,1.57827,0.0011783,0.0011783,0.0011783
85,282.073,0.40548,0.40941,0.90794,0.98519,0.88889,0.885,0.56264,1.28079,0.74775,1.72597,0.0011684,0.0011684,0.0011684
86,284.311,0.3799,0.39384,0.87962,0.98579,0.88889,0.975,0.57764,1.26817,0.73364,1.74223,0.0011585,0.0011585,0.0011585
87,286.583,0.35828,0.40094,0.89763,1,0.99378,0.995,0.60502,1.2894,0.70602,1.75207,0.0011486,0.0011486,0.0011486
88,288.943,0.43204,0.44033,0.91865,0.99061,0.88889,0.94,0.65112,1.11928,0.74742,1.58585,0.0011387,0.0011387,0.0011387
89,291.444,0.39193,0.40737,0.9095,0.98211,0.88889,0.92308,0.6328,1.15472,0.71009,1.55072,0.0011288,0.0011288,0.0011288
90,293.522,0.37357,0.39385,0.8754,0.95186,0.88889,0.951,0.63008,1.12044,0.78657,1.47711,0.0011189,0.0011189,0.0011189
91,295.851,0.40163,0.39773,0.88742,0.99386,1,0.995,0.59084,1.00139,0.84603,1.41643,0.001109,0.001109,0.001109
92,298.256,0.37367,0.39207,0.90202,0.78792,0.88889,0.918,0.61669,1.0098,1.15935,1.40112,0.0010991,0.0010991,0.0010991
93,300.776,0.3762,0.43375,0.86451,0.98874,0.88889,0.96115,0.63996,1.01835,0.76765,1.40868,0.0010892,0.0010892,0.0010892
94,303.377,0.36847,0.37842,0.87549,0.99165,0.88889,0.92167,0.6606,1.00895,0.70851,1.44423,0.0010793,0.0010793,0.0010793
95,305.556,0.37059,0.3974,0.8687,0.98607,0.88889,0.885,0.62322,1.08075,0.77939,1.55135,0.0010694,0.0010694,0.0010694
96,307.803,0.36201,0.35451,0.87836,1,0.87367,0.885,0.54183,1.26031,1.07451,1.6605,0.0010595,0.0010595,0.0010595
97,310.037,0.37181,0.3673,0.8897,0.99333,0.88889,0.885,0.63297,1.19342,0.87886,1.72753,0.0010496,0.0010496,0.0010496
98,312.263,0.39267,0.41581,0.90464,0.99619,0.88889,0.885,0.67459,0.97709,0.74813,1.61261,0.0010397,0.0010397,0.0010397
99,314.493,0.37686,0.36703,0.89668,0.99377,0.88889,0.885,0.7037,0.93966,0.70214,1.56111,0.0010298,0.0010298,0.0010298
100,316.808,0.36493,0.3533,0.87496,0.99371,0.88889,0.885,0.68798,0.97775,0.65772,1.58618,0.0010199,0.0010199,0.0010199
101,319.165,0.37559,0.37885,0.87616,0.99373,0.88889,0.885,0.68352,0.9825,0.64751,1.58345,0.00101,0.00101,0.00101
102,321.577,0.38012,0.38886,0.86583,1,0.88764,0.885,0.67252,1.0724,0.63034,1.59999,0.0010001,0.0010001,0.0010001
103,324,0.39505,0.39469,0.89652,0.87656,0.88889,0.91778,0.69213,1.04278,0.68447,1.68888,0.0009902,0.0009902,0.0009902
104,326.546,0.34223,0.34324,0.85864,0.76838,0.77778,0.76103,0.65158,1.12253,0.67979,1.89939,0.0009803,0.0009803,0.0009803
105,328.812,0.35219,0.34778,0.86063,0.77269,0.77778,0.72698,0.59539,1.01408,0.72086,1.60511,0.0009704,0.0009704,0.0009704
106,331.032,0.34234,0.34304,0.87595,0.885,0.88889,0.95528,0.6054,1.09898,0.74557,1.66322,0.0009605,0.0009605,0.0009605
107,333.267,0.35723,0.36006,0.86939,0.77117,0.77778,0.71024,0.58153,1.00893,0.65432,1.64534,0.0009506,0.0009506,0.0009506
108,335.682,0.37631,0.3651,0.87924,0.94847,0.88889,0.885,0.62129,0.94432,0.60956,1.54646,0.0009407,0.0009407,0.0009407
109,337.844,0.35684,0.33076,0.89689,0.95461,0.88889,0.885,0.66757,0.92424,0.58299,1.46222,0.0009308,0.0009308,0.0009308
110,340.322,0.3794,0.3539,0.88527,0.94906,0.88889,0.885,0.65767,0.93965,0.60797,1.48494,0.0009209,0.0009209,0.0009209
111,342.649,0.36203,0.3749,0.87805,0.91586,0.88889,0.885,0.65989,0.91778,0.71417,1.49052,0.000911,0.000911,0.000911
112,345.004,0.36713,0.35571,0.87639,0.93432,0.88889,0.885,0.65217,0.88714,0.7076,1.4827,0.0009011,0.0009011,0.0009011
113,347.189,0.34721,0.34742,0.87208,0.97853,0.88889,0.885,0.66292,0.85623,0.66556,1.43778,0.0008912,0.0008912,0.0008912
114,349.323,0.32703,0.33684,0.87886,0.85533,0.77778,0.6925,0.61648,0.8597,0.60512,1.42857,0.0008813,0.0008813,0.0008813
115,351.686,0.35072,0.34536,0.8725,0.85455,0.77778,0.70625,0.64452,0.85945,0.58916,1.41951,0.0008714,0.0008714,0.0008714
116,354.041,0.36214,0.35214,0.87735,0.97854,0.88889,0.885,0.63298,0.85764,0.60496,1.41218,0.0008615,0.0008615,0.0008615
117,356.27,0.34082,0.33293,0.85333,1,0.86878,0.885,0.63856,0.847,0.62396,1.3858,0.0008516,0.0008516,0.0008516
118,358.533,0.34069,0.3643,0.86829,0.97727,0.88889,0.885,0.64,0.88986,0.63631,1.38481,0.0008417,0.0008417,0.0008417
119,360.813,0.35409,0.33273,0.89337,0.97781,0.88889,0.885,0.676,0.85153,0.59649,1.37185,0.0008318,0.0008318,0.0008318
120,363.511,0.34187,0.34244,0.86084,0.98329,0.88889,0.885,0.6727,0.82969,0.5772,1.36956,0.0008219,0.0008219,0.0008219
121,365.541,0.33466,0.33092,0.87462,0.98953,0.88889,0.885,0.66252,0.89059,0.57436,1.40641,0.000812,0.000812,0.000812
122,367.721,0.32983,0.32218,0.87014,0.99233,0.88889,0.885,0.65675,0.89324,0.5581,1.38408,0.0008021,0.0008021,0.0008021
123,369.754,0.32704,0.31709,0.8651,0.99316,0.88889,0.885,0.654,0.8756,0.5756,1.38338,0.0007922,0.0007922,0.0007922
124,371.813,0.33751,0.32981,0.86834,0.98144,0.88889,0.885,0.654,0.93051,0.72479,1.4367,0.0007823,0.0007823,0.0007823
125,373.825,0.34418,0.34831,0.88157,0.97561,0.88889,0.885,0.654,0.92574,0.97394,1.41077,0.0007724,0.0007724,0.0007724
126,375.832,0.30769,0.31278,0.8679,0.96218,0.88889,0.885,0.63125,0.9374,1.03378,1.39721,0.0007625,0.0007625,0.0007625
127,378.028,0.33891,0.32207,0.87277,0.96681,0.88889,0.885,0.65325,0.88657,0.76835,1.34988,0.0007526,0.0007526,0.0007526
128,380.229,0.31252,0.31602,0.86816,0.99219,0.88889,0.885,0.63531,0.87805,0.54873,1.32927,0.0007427,0.0007427,0.0007427
129,382.232,0.31808,0.30003,0.86992,0.99294,0.88889,0.885,0.63444,0.85146,0.53646,1.33728,0.0007328,0.0007328,0.0007328
130,384.605,0.33688,0.31922,0.85785,0.99145,0.88889,0.885,0.64642,0.81723,0.52241,1.32794,0.0007229,0.0007229,0.0007229
131,386.707,0.30645,0.3148,0.85889,0.98921,0.88889,0.885,0.67276,0.8516,0.53676,1.38228,0.000713,0.000713,0.000713
132,389.176,0.33222,0.32525,0.86297,0.9946,0.88889,0.885,0.69794,0.8027,0.53858,1.35373,0.0007031,0.0007031,0.0007031
133,391.307,0.31914,0.31941,0.87757,0.99833,0.88889,0.885,0.6795,0.83487,0.5133,1.40529,0.0006932,0.0006932,0.0006932
134,393.485,0.31361,0.31606,0.85926,0.99482,0.88889,0.885,0.65984,0.84488,0.51507,1.42213,0.0006833,0.0006833,0.0006833
135,396.097,0.32896,0.33302,0.84528,0.99413,0.88889,0.885,0.67989,0.83571,0.5275,1.42976,0.0006734,0.0006734,0.0006734
136,399.543,0.30501,0.32094,0.86252,0.99148,0.88889,0.885,0.64864,0.84642,0.53125,1.44774,0.0006635,0.0006635,0.0006635
137,402.191,0.28806,0.29137,0.83662,0.98804,0.88889,0.885,0.66539,0.89029,0.50969,1.47062,0.0006536,0.0006536,0.0006536
138,405.133,0.29087,0.2822,0.84323,0.98799,0.88889,0.885,0.68214,0.86349,0.53458,1.45428,0.0006437,0.0006437,0.0006437
