epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,61.9982,0.65882,1.06247,1.00977,0.27746,0.44444,0.32628,0.23386,1.5519,5.02896,2.04597,0.0017822,0.0017822,0.0017822
24,64.3003,0.83657,1.37578,1.15512,0.90028,0.44444,0.5103,0.35187,1.59113,2.85018,1.82182,0.0017723,0.0017723,0.0017723
25,66.5662,0.65654,0.93526,1.01285,0.97695,0.55556,0.69896,0.54073,1.25335,1.82949,1.66596,0.0017624,0.0017624,0.0017624
26,68.8667,0.63854,1.02805,1.04483,0.42649,0.77778,0.36793,0.18069,1.52003,2.60456,1.74969,0.0017525,0.0017525,0.0017525
27,71.1009,0.6581,0.88591,1.04,0.40387,0.44444,0.35533,0.10972,1.61137,2.7714,1.7633,0.0017426,0.0017426,0.0017426
28,73.3483,0.72437,1.06414,1.06639,0.7724,0.88889,0.775,0.4317,1.17546,1.69973,1.52993,0.0017327,0.0017327,0.0017327
29,75.6242,0.55713,0.83285,0.97293,0.98034,0.88889,0.885,0.61675,1.03564,1.38355,1.51823,0.0017228,0.0017228,0.0017228
30,77.9209,0.55443,0.818,0.991,0.98592,0.88889,0.885,0.57525,1.15423,1.49416,1.6488,0.0017129,0.0017129,0.0017129
31,80.1628,0.6027,0.79579,0.97833,0.56649,0.77778,0.5248,0.38204,1.18101,2.29813,1.79069,0.001703,0.001703,0.001703
32,82.4686,0.62679,0.8061,1.01081,0.26447,0.55556,0.26715,0.1712,1.68546,2.80453,2.06753,0.0016931,0.0016931,0.0016931
33,84.7686,0.64233,0.77397,0.99388,0.50252,0.44444,0.56156,0.48962,1.47553,2.31245,1.96079,0.0016832,0.0016832,0.0016832
34,87.0034,0.57189,0.7237,0.97538,0.40201,0.77778,0.59905,0.46157,1.40024,2.14678,1.84342,0.0016733,0.0016733,0.0016733
35,89.2888,0.55408,0.72398,0.95911,0.89891,0.44444,0.57226,0.48993,1.34839,2.00971,1.89995,0.0016634,0.0016634,0.0016634
36,91.5487,0.646,0.76534,0.99586,0.88433,0.85243,0.86056,0.632,1.0763,1.40275,1.67546,0.0016535,0.0016535,0.0016535
37,93.8774,0.56757,0.68447,0.96593,1,0.65491,0.82389,0.63301,1.0275,1.51473,1.54242,0.0016436,0.0016436,0.0016436
38,96.1984,0.5516,0.72826,0.93447,0.88523,0.88889,0.87278,0.6166,1.0632,1.57754,1.53107,0.0016337,0.0016337,0.0016337
39,98.4981,0.55282,0.69065,0.93877,0.70966,0.88889,0.81375,0.5956,1.15492,1.40636,1.62095,0.0016238,0.0016238,0.0016238
40,100.918,0.4875,0.61869,0.94925,0.53194,0.77778,0.65658,0.50737,1.31996,1.60232,1.69498,0.0016139,0.0016139,0.0016139
41,103.137,0.46748,0.63508,0.89944,0.85276,0.77778,0.75819,0.6103,1.08148,1.39428,1.44202,0.001604,0.001604,0.001604
42,105.381,0.52584,0.64839,0.93139,0.93395,0.66667,0.77256,0.64911,1.12057,1.47194,1.62544,0.0015941,0.0015941,0.0015941
43,107.656,0.52902,0.62394,0.93505,0.86677,0.77778,0.78248,0.63557,1.20497,1.26646,1.75069,0.0015842,0.0015842,0.0015842
44,109.889,0.56284,0.62864,0.94468,0.86846,0.77778,0.73397,0.61487,1.28177,1.06552,1.6609,0.0015743,0.0015743,0.0015743
45,112.161,0.58246,0.6861,0.98209,1,0.77085,0.84269,0.66182,1.19897,1.11075,1.49394,0.0015644,0.0015644,0.0015644
46,114.45,0.47103,0.79394,0.86008,0.83528,0.66667,0.63408,0.55468,1.53747,1.14531,1.9791,0.0015545,0.0015545,0.0015545
47,116.772,0.79121,0.92182,1.19374,0.9341,0.66667,0.81301,0.53332,1.14078,1.63926,1.71118,0.0015446,0.0015446,0.0015446
48,118.969,0.47838,0.602,0.92884,0.87838,0.88889,0.96115,0.64976,1.1485,0.97292,1.66828,0.0015347,0.0015347,0.0015347
49,121.228,0.48876,0.58356,0.95489,0.7972,0.87488,0.86987,0.46484,1.36456,1.45312,1.64787,0.0015248,0.0015248,0.0015248
50,123.462,0.48592,0.61816,0.94171,0.4959,0.9845,0.61,0.3419,1.24319,2.0429,1.51331,0.0015149,0.0015149,0.0015149
51,125.71,0.46346,0.5557,0.95127,0.59729,0.88889,0.75017,0.36413,1.33897,2.41255,1.5916,0.001505,0.001505,0.001505
52,127.992,0.50466,0.56396,0.92631,0.8634,0.88889,0.92243,0.54891,1.26527,2.03888,1.60585,0.0014951,0.0014951,0.0014951
53,130.277,0.48038,0.56847,0.95381,1,0.75683,0.94,0.60417,1.23937,1.63661,1.62555,0.0014852,0.0014852,0.0014852
54,132.855,0.46988,0.57493,0.89955,0.75349,0.77778,0.76448,0.62772,1.13794,1.04832,1.61242,0.0014753,0.0014753,0.0014753
55,135.356,0.4739,0.54401,0.90829,0.66175,0.87087,0.77878,0.62641,1.17407,0.95245,1.67327,0.0014654,0.0014654,0.0014654
56,137.625,0.50116,0.67384,0.92633,0.97034,0.66667,0.83458,0.64346,1.15271,0.96391,1.67507,0.0014555,0.0014555,0.0014555
57,140.256,0.44104,0.53256,0.92542,0.98836,0.88889,0.984,0.69085,0.93695,0.88334,1.49869,0.0014456,0.0014456,0.0014456
58,142.854,0.43459,0.51277,0.8739,0.88226,1,0.984,0.66905,0.9195,0.8512,1.44955,0.0014357,0.0014357,0.0014357
59,145.493,0.45224,0.5706,0.90629,0.74119,0.95694,0.92625,0.58666,1.13326,1.0644,1.53668,0.0014258,0.0014258,0.0014258
60,147.913,0.48366,0.59058,0.92532,0.81669,0.9909,0.90357,0.50269,1.27121,0.96954,1.69428,0.0014159,0.0014159,0.0014159
61,150.285,0.45485,0.53342,0.90491,1,0.96128,0.995,0.54133,1.27967,0.93471,1.57659,0.001406,0.001406,0.001406
62,152.82,0.65917,0.58808,1.01777,0.97746,1,0.995,0.71876,0.93431,0.75291,1.42165,0.0013961,0.0013961,0.0013961
63,155.459,0.47018,0.54432,0.92827,1,0.99354,0.995,0.72168,0.88009,0.74632,1.36077,0.0013862,0.0013862,0.0013862
64,157.879,0.38654,0.46472,0.91263,0.98922,0.88889,0.9675,0.7214,0.9905,0.77118,1.45308,0.0013763,0.0013763,0.0013763
65,160.267,0.8199,0.88776,1.23689,0.99862,0.88889,0.975,0.74561,0.93953,0.73195,1.38567,0.0013664,0.0013664,0.0013664
66,162.594,0.47674,0.4948,0.90121,0.99364,0.88889,0.984,0.72045,0.89233,0.75992,1.30543,0.0013565,0.0013565,0.0013565
67,164.853,0.48026,0.53798,0.9715,0.98737,0.88889,0.95571,0.67654,1.04927,0.94821,1.47465,0.0013466,0.0013466,0.0013466
68,167.081,0.48764,0.48169,0.92132,0.98936,0.88889,0.94687,0.64702,1.09428,0.96189,1.4485,0.0013367,0.0013367,0.0013367
69,169.501,0.45556,0.48653,0.91055,0.98696,0.88889,0.984,0.67117,1.03981,0.79751,1.3994,0.0013268,0.0013268,0.0013268
70,171.744,0.42898,0.47477,0.90011,0.98181,0.88889,0.885,0.68629,1.00193,0.80545,1.4323,0.0013169,0.0013169,0.0013169
71,174.037,0.50369,0.49859,0.94798,0.88669,0.87126,0.88956,0.65057,0.84526,0.78389,1.43248,0.001307,0.001307,0.001307
72,176.337,0.45279,0.51471,0.92325,0.99604,1,0.995,0.69429,0.86992,0.79335,1.42767,0.0012971,0.0012971,0.0012971
73,178.561,0.41453,0.44218,0.87185,0.99283,1,0.995,0.59704,0.8032,0.75979,1.3985,0.0012872,0.0012872,0.0012872
74,180.89,0.44159,0.46702,0.89401,0.99096,1,0.995,0.65101,0.79894,0.73706,1.43622,0.0012773,0.0012773,0.0012773
75,183.166,0.43152,0.45994,0.91233,0.91575,0.66667,0.9053,0.57657,0.95586,1.40734,1.53818,0.0012674,0.0012674,0.0012674
76,185.407,0.55343,0.55762,1.01769,0.58528,1,0.88256,0.55142,1.001,1.85167,1.53481,0.0012575,0.0012575,0.0012575
77,187.648,0.42385,0.43415,0.88531,0.68826,1,0.87528,0.49377,1.06898,1.85273,1.63198,0.0012476,0.0012476,0.0012476
78,189.874,0.37595,0.45542,0.9205,0.99025,1,0.995,0.5819,1.06831,0.74958,1.67404,0.0012377,0.0012377,0.0012377
79,192.147,0.4048,0.47385,0.90635,0.98125,1,0.995,0.65601,1.08835,0.73406,1.66832,0.0012278,0.0012278,0.0012278
80,194.474,0.61539,0.81954,1.06629,0.98065,0.88889,0.885,0.6346,1.05042,0.74464,1.6347,0.0012179,0.0012179,0.0012179
81,196.76,0.39763,0.4202,0.93131,0.98829,0.88889,0.90404,0.65449,1.12203,0.73542,1.71809,0.001208,0.001208,0.001208
82,199.002,0.40967,0.4234,0.8815,0.99044,0.88889,0.885,0.6645,0.84669,0.66953,1.39483,0.0011981,0.0011981,0.0011981
83,201.398,0.39383,0.41471,0.89407,0.99054,0.88889,0.885,0.65659,0.88427,0.71213,1.41115,0.0011882,0.0011882,0.0011882
84,203.67,0.39991,0.43632,0.87955,0.9909,0.88889,0.885,0.64817,0.84572,0.74657,1.3874,0.0011783,0.0011783,0.0011783
85,205.9,0.47552,0.47841,0.93594,0.9916,0.88889,0.885,0.64601,0.77437,0.73629,1.3467,0.0011684,0.0011684,0.0011684
86,209.202,0.38097,0.3965,0.88429,0.9861,0.88889,0.885,0.654,0.93521,0.64975,1.47709,0.0011585,0.0011585,0.0011585
87,212.654,0.40247,0.4492,0.90878,0.95628,0.88889,0.951,0.63924,1.00183,0.68719,1.49783,0.0011486,0.0011486,0.0011486
88,216.045,0.36066,0.41798,0.86259,0.8911,1,0.984,0.6694,1.00826,0.68763,1.46361,0.0011387,0.0011387,0.0011387
89,219.336,0.38597,0.42627,0.91852,0.96562,1,0.995,0.65658,1.08147,0.63111,1.5319,0.0011288,0.0011288,0.0011288
90,223.157,0.4319,0.43965,0.90197,0.98962,1,0.995,0.65317,1.10532,0.63508,1.60924,0.0011189,0.0011189,0.0011189
91,226.842,0.40723,0.57048,0.95944,0.98696,1,0.995,0.62502,1.10733,0.63427,1.63062,0.001109,0.001109,0.001109
92,230.249,0.42255,0.42129,0.91265,0.99262,1,0.995,0.66069,1.07089,0.70249,1.63245,0.0010991,0.0010991,0.0010991
93,234.035,0.37378,0.40649,0.85698,0.98023,1,0.995,0.63477,1.08062,0.69388,1.69845,0.0010892,0.0010892,0.0010892
94,236.784,0.36788,0.37511,0.85909,0.99231,1,0.995,0.65113,1.138,0.64159,1.64647,0.0010793,0.0010793,0.0010793
95,239.952,0.36358,0.38783,0.87838,0.98766,1,0.995,0.68621,0.99105,0.67039,1.47812,0.0010694,0.0010694,0.0010694
96,242.698,0.34556,0.42974,0.76993,1,0.99367,0.995,0.74918,0.88938,0.69754,1.43602,0.0010595,0.0010595,0.0010595
97,251.37,0.38188,0.42352,0.90333,0.96641,0.88889,0.9675,0.72746,0.94531,1.10091,1.48496,0.0010496,0.0010496,0.0010496
98,256.711,0.37765,0.45942,0.89948,0.99311,1,0.995,0.72471,0.81248,0.60516,1.32653,0.0010397,0.0010397,0.0010397
99,262.293,0.33229,0.37357,0.86266,0.99514,1,0.995,0.69466,0.81072,0.58706,1.32015,0.0010298,0.0010298,0.0010298
100,265.434,0.41074,0.41666,0.87038,0.99531,1,0.995,0.71792,0.7955,0.54829,1.32249,0.0010199,0.0010199,0.0010199
101,267.762,0.3532,0.37255,0.85498,1,0.9967,0.995,0.72947,0.83207,0.53963,1.32425,0.00101,0.00101,0.00101
102,270.167,0.38248,0.37831,0.8729,1,0.99544,0.995,0.74261,0.82876,0.5515,1.31363,0.0010001,0.0010001,0.0010001
103,272.448,0.34429,0.35978,0.88283,0.85882,0.77778,0.83965,0.73537,0.76154,0.75069,1.28093,0.0009902,0.0009902,0.0009902
104,274.721,0.33473,0.35527,0.86888,0.86697,0.72778,0.76144,0.67714,0.72347,0.83796,1.24277,0.0009803,0.0009803,0.0009803
105,277.022,0.35566,0.35477,0.86896,0.98897,0.88889,0.885,0.64269,0.76918,0.74945,1.27885,0.0009704,0.0009704,0.0009704
106,279.211,0.43173,0.54464,0.94853,1,0.88573,0.96115,0.58813,0.79582,0.77027,1.34846,0.0009605,0.0009605,0.0009605
107,281.496,0.35276,0.36599,0.87873,0.88657,0.88889,0.94687,0.67531,0.77502,0.78733,1.3646,0.0009506,0.0009506,0.0009506
108,283.744,0.35163,0.3709,0.88406,0.99532,1,0.995,0.71586,0.76283,0.60471,1.35739,0.0009407,0.0009407,0.0009407
109,286.003,0.3362,0.35807,0.86651,0.99461,1,0.995,0.68733,0.91446,0.59555,1.40789,0.0009308,0.0009308,0.0009308
110,288.424,0.49753,0.42685,1.01996,0.99113,1,0.995,0.67378,1.03694,0.60107,1.46952,0.0009209,0.0009209,0.0009209
111,290.793,0.70366,0.66056,1.14887,0.96437,1,0.995,0.67167,1.00346,0.58504,1.45986,0.000911,0.000911,0.000911
112,293.307,0.37173,0.34883,0.89258,0.95766,1,0.995,0.7046,0.87547,0.5824,1.36914,0.0009011,0.0009011,0.0009011
113,295.646,0.36567,0.38995,0.88337,0.96181,1,0.995,0.71148,0.85958,0.53253,1.35993,0.0008912,0.0008912,0.0008912
114,298.149,0.33677,0.33479,0.84548,0.98293,1,0.995,0.72052,0.80918,0.50438,1.33406,0.0008813,0.0008813,0.0008813
115,300.635,0.37808,0.38856,0.91832,0.99074,1,0.995,0.73165,0.80022,0.52338,1.3165,0.0008714,0.0008714,0.0008714
116,302.875,0.52474,0.98441,1.00272,0.99333,1,0.995,0.72851,0.82656,0.53557,1.32734,0.0008615,0.0008615,0.0008615
117,305.161,0.35921,0.36433,0.92813,1,0.99603,0.995,0.70925,0.75866,0.52703,1.28188,0.0008516,0.0008516,0.0008516
118,307.391,0.42531,0.49187,0.94055,0.88811,0.88269,0.82389,0.72426,0.72054,0.53848,1.25705,0.0008417,0.0008417,0.0008417
119,309.627,0.32642,0.3452,0.85804,0.9936,0.88889,0.984,0.76895,0.74166,0.57522,1.28127,0.0008318,0.0008318,0.0008318
120,312.076,0.32895,0.34315,0.87883,1,0.99189,0.995,0.6925,0.83173,0.5697,1.34936,0.0008219,0.0008219,0.0008219
121,314.415,0.32834,0.33971,0.88279,0.99751,1,0.995,0.6936,0.85028,0.48684,1.38367,0.000812,0.000812,0.000812
122,316.733,0.32694,0.31643,0.85719,0.99369,1,0.995,0.70854,0.80901,0.4792,1.35544,0.0008021,0.0008021,0.0008021
123,318.982,0.32935,0.33269,0.91324,0.99274,1,0.995,0.68082,0.80516,0.50069,1.33502,0.0007922,0.0007922,0.0007922
124,321.401,0.2895,0.35042,0.85474,0.99293,1,0.995,0.61523,0.84134,0.52434,1.36319,0.0007823,0.0007823,0.0007823
125,323.628,0.26884,0.4086,0.7628,0.99264,1,0.995,0.60397,0.7811,0.54884,1.30815,0.0007724,0.0007724,0.0007724
126,325.829,0.28624,0.32593,0.89399,0.99232,1,0.995,0.65087,0.7824,0.52526,1.32675,0.0007625,0.0007625,0.0007625
127,328.093,0.31183,0.32243,0.85593,0.99588,1,0.995,0.67889,0.8118,0.51231,1.35945,0.0007526,0.0007526,0.0007526
128,330.326,0.32497,0.35562,0.86077,0.99593,1,0.995,0.67828,0.77697,0.49387,1.31767,0.0007427,0.0007427,0.0007427
129,332.608,0.29895,0.31393,0.83936,0.97186,0.88889,0.885,0.68087,0.81044,0.49185,1.38763,0.0007328,0.0007328,0.0007328
130,334.896,0.29248,0.31641,0.88146,0.96263,0.88889,0.885,0.66987,0.82043,0.50375,1.3967,0.0007229,0.0007229,0.0007229
131,337.227,0.33507,0.34478,0.87604,0.97718,0.88889,0.885,0.65325,0.83365,0.50263,1.38146,0.000713,0.000713,0.000713
132,339.493,0.35194,0.34493,0.84814,0.98222,0.88889,0.91105,0.65817,0.85563,0.51493,1.34915,0.0007031,0.0007031,0.0007031
133,341.724,0.2757,0.61858,0.75099,1,0.99451,0.995,0.67501,0.72041,0.55833,1.2648,0.0006932,0.0006932,0.0006932
134,343.957,0.26324,0.7994,0.73974,1,0.99292,0.995,0.70778,0.74049,0.55121,1.3026,0.0006833,0.0006833,0.0006833
135,346.166,0.29257,0.30794,0.84746,0.88787,0.88075,0.79944,0.66931,0.75095,0.57496,1.29237,0.0006734,0.0006734,0.0006734
136,348.391,0.33693,0.40676,0.84537,1,0.99282,0.995,0.70534,0.75951,0.56352,1.28198,0.0006635,0.0006635,0.0006635
137,350.803,0.31597,0.32221,0.8713,0.98307,0.88889,0.885,0.67719,0.80505,0.52914,1.32306,0.0006536,0.0006536,0.0006536
138,353.003,0.317,0.3314,0.88167,0.97943,0.88889,0.885,0.67719,0.91032,0.56021,1.4309,0.0006437,0.0006437,0.0006437
139,355.22,0.31579,0.3928,0.93883,0.99179,0.88889,0.885,0.65846,0.86042,0.51436,1.39168,0.0006338,0.0006338,0.0006338
140,357.476,0.28578,0.30472,0.86056,1,0.99357,0.995,0.66946,0.8481,0.5216,1.37894,0.0006239,0.0006239,0.0006239
141,359.72,0.34738,0.35253,0.86407,1,0.99364,0.995,0.70783,0.83833,0.52384,1.38074,0.000614,0.000614,0.000614
142,361.953,0.31762,0.33064,0.83453,1,0.99554,0.995,0.69201,0.92103,0.51399,1.43369,0.0006041,0.0006041,0.0006041
143,364.205,0.32232,0.31394,0.87322,0.99795,1,0.995,0.69121,0.92372,0.51075,1.44332,0.0005942,0.0005942,0.0005942
144,366.445,0.27984,0.30101,0.86315,0.9962,1,0.995,0.70958,0.87065,0.51461,1.42833,0.0005843,0.0005843,0.0005843
145,368.768,0.36049,0.38402,0.88395,0.99493,1,0.995,0.70783,0.80792,0.51747,1.40048,0.0005744,0.0005744,0.0005744
146,370.987,0.28655,0.30604,0.84779,0.99465,1,0.995,0.72458,0.79605,0.49579,1.38635,0.0005645,0.0005645,0.0005645
147,373.237,0.30229,0.30339,0.89085,0.99485,1,0.995,0.73833,0.79816,0.50586,1.39829,0.0005546,0.0005546,0.0005546
148,375.493,0.31195,0.57122,0.88325,0.99488,1,0.995,0.70783,0.82371,0.50159,1.4307,0.0005447,0.0005447,0.0005447
149,377.739,0.35189,0.31725,0.88074,0.99482,1,0.995,0.74108,0.83221,0.53052,1.44598,0.0005348,0.0005348,0.0005348
150,379.954,0.33557,0.47674,0.91227,1,0.99906,0.995,0.72764,0.83804,0.5997,1.43071,0.0005249,0.0005249,0.0005249
151,382.391,0.23845,0.3125,0.74777,0.9646,0.88889,0.984,0.70469,0.85046,0.66845,1.41667,0.000515,0.000515,0.000515
152,384.755,0.29217,0.29753,0.84616,0.99505,1,0.995,0.69888,0.84376,0.60908,1.40049,0.0005051,0.0005051,0.0005051
153,387.287,0.3088,0.31463,0.8767,0.99298,1,0.995,0.67855,0.82978,0.57047,1.37222,0.0004952,0.0004952,0.0004952
154,389.709,0.3078,0.33756,0.87264,0.99542,1,0.995,0.72764,0.81608,0.55263,1.35599,0.0004853,0.0004853,0.0004853
155,392.141,0.26187,0.28127,0.83721,1,0.98464,0.995,0.73833,0.7693,0.54831,1.3316,0.0004754,0.0004754,0.0004754
156,394.616,0.25976,0.2687,0.87519,0.88954,1,0.984,0.71826,0.73892,0.54926,1.3008,0.0004655,0.0004655,0.0004655
157,396.895,0.26339,0.29042,0.87015,0.89568,1,0.984,0.72413,0.744,0.54041,1.27095,0.0004556,0.0004556,0.0004556
158,399.46,0.28494,0.31381,0.87073,0.89751,1,0.984,0.74145,0.75484,0.55246,1.26318,0.0004457,0.0004457,0.0004457
159,401.634,0.24483,0.34999,0.75634,0.89455,1,0.984,0.7332,0.72432,0.55956,1.23294,0.0004358,0.0004358,0.0004358
160,403.711,0.29559,0.31853,0.87138,0.99114,0.88889,0.885,0.7101,0.71524,0.52489,1.23758,0.0004259,0.0004259,0.0004259
161,405.877,0.2351,0.30919,0.73776,0.99031,0.88889,0.885,0.69663,0.71877,0.54823,1.24418,0.000416,0.000416,0.000416
162,407.765,0.26718,0.28041,0.82761,0.89912,0.99116,0.984,0.69415,0.73781,0.55441,1.24273,0.0004061,0.0004061,0.0004061
163,409.721,0.25563,0.27889,0.83676,1,0.99286,0.995,0.70625,0.7372,0.54159,1.23909,0.0003962,0.0003962,0.0003962
164,411.547,0.24478,0.26279,0.83046,1,0.99335,0.995,0.71011,0.69601,0.53462,1.20708,0.0003863,0.0003863,0.0003863
165,413.611,0.34134,0.31136,0.91648,1,0.99286,0.995,0.71011,0.67191,0.51057,1.20002,0.0003764,0.0003764,0.0003764
166,415.581,0.22884,0.30387,0.83598,1,0.99393,0.995,0.71057,0.6772,0.51151,1.20901,0.0003665,0.0003665,0.0003665
167,417.756,0.27908,0.34928,0.87143,0.99251,0.88889,0.885,0.69957,0.7478,0.52803,1.25729,0.0003566,0.0003566,0.0003566
168,420.042,0.24328,0.26174,0.80338,0.99193,0.88889,0.885,0.69957,0.75568,0.5205,1.25635,0.0003467,0.0003467,0.0003467
169,422.675,0.27437,0.27664,0.8506,1,0.99462,0.995,0.69721,0.75434,0.50452,1.26594,0.0003368,0.0003368,0.0003368
170,425.475,0.3043,0.29109,0.90565,1,0.99268,0.995,0.71214,0.74649,0.49249,1.26804,0.0003269,0.0003269,0.0003269
171,427.956,0.25524,0.27061,0.84087,0.99084,0.88889,0.984,0.7134,0.73531,0.49162,1.24953,0.000317,0.000317,0.000317
172,430.389,0.27232,0.31029,0.78502,1,0.991,0.995,0.73729,0.732,0.49569,1.23085,0.0003071,0.0003071,0.0003071
173,432.194,0.24882,0.26267,0.8283,1,0.99175,0.995,0.73729,0.74248,0.49935,1.22764,0.0002972,0.0002972,0.0002972
174,434.14,0.23216,0.77183,0.7434,0.99193,0.88889,0.9675,0.71882,0.76702,0.51576,1.24636,0.0002873,0.0002873,0.0002873
175,436.093,0.26096,0.27424,0.85294,0.99211,0.88889,0.885,0.69239,0.86178,0.53613,1.31327,0.0002774,0.0002774,0.0002774
176,438.143,0.24639,0.2708,0.8333,1,0.99279,0.995,0.69314,0.8269,0.52044,1.30557,0.0002675,0.0002675,0.0002675
177,440.519,0.24679,0.27211,0.84757,1,0.99345,0.995,0.69004,0.81581,0.50431,1.31316,0.0002576,0.0002576,0.0002576
178,442.214,0.2487,0.28225,0.83527,1,0.99399,0.995,0.69004,0.80847,0.49751,1.31127,0.0002477,0.0002477,0.0002477
179,443.965,0.26178,0.2902,0.83037,1,0.99446,0.995,0.69004,0.8086,0.49519,1.30271,0.0002378,0.0002378,0.0002378
