epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,47.7427,0.6249,1.26377,0.9995,1,0.74431,0.795,0.36194,1.3771,6.19729,2.11803,0.0017756,0.0017756,0.0017756
19,49.909,0.64042,1.2208,0.99585,0.3575,0.8,0.47369,0.25547,1.39894,6.8755,1.97124,0.0017624,0.0017624,0.0017624
20,52.1195,0.60847,1.23795,1.01096,0.27828,0.8,0.24962,0.14803,0.89506,4.80328,1.73765,0.0017492,0.0017492,0.0017492
21,54.3055,0.60536,1.09675,1.06633,0.29269,0.8,0.24962,0.18081,0.94237,4.04625,1.9225,0.001736,0.001736,0.001736
22,56.657,0.58122,1.0137,1.00562,0.84554,0.8,0.795,0.65,1.21856,3.02314,2.08661,0.0017228,0.0017228,0.0017228
23,58.8983,0.59523,1.02074,1.03524,0.96125,0.8,0.795,0.54461,1.3821,2.42316,2.27837,0.0017096,0.0017096,0.0017096
24,61.0184,0.6472,1.01764,1.04518,1,0.77393,0.795,0.47223,1.44923,2.93475,2.55367,0.0016964,0.0016964,0.0016964
25,63.0819,0.58433,0.97703,1.03262,0.76175,0.8,0.755,0.46041,1.45089,2.51148,2.55593,0.0016832,0.0016832,0.0016832
26,65.1521,0.53201,0.90142,0.98209,1,0.78882,0.80306,0.47874,1.45986,2.65188,2.41434,0.00167,0.00167,0.00167
27,67.2355,0.63982,1.09231,1.14846,0.79464,0.8,0.795,0.42747,1.73715,2.38522,2.70937,0.0016568,0.0016568,0.0016568
28,69.5085,0.57497,0.90509,1.0024,0.7778,0.8,0.81674,0.55299,1.26288,2.81542,2.14818,0.0016436,0.0016436,0.0016436
29,71.7834,0.59185,0.89117,1.02398,0.77571,0.8,0.84591,0.59158,1.0836,2.67449,1.98911,0.0016304,0.0016304,0.0016304
30,74.0222,0.51681,0.81826,0.99663,0.79305,0.77221,0.775,0.51113,1.12189,1.72684,1.99295,0.0016172,0.0016172,0.0016172
31,76.2106,0.62416,0.84965,1.00056,0.98087,0.8,0.93786,0.61178,1.21281,1.42233,2.36716,0.001604,0.001604,0.001604
32,78.3682,0.54442,0.81372,0.99305,0.96548,0.8,0.92,0.54321,1.11863,1.62973,2.02543,0.0015908,0.0015908,0.0015908
33,80.5829,0.53522,0.80945,1.00697,0.96702,0.8,0.79813,0.39156,1.15591,2.08372,2.02676,0.0015776,0.0015776,0.0015776
34,82.8067,0.47022,0.6907,0.94679,0.43561,0.8,0.3975,0.248,1.51503,2.31959,2.02193,0.0015644,0.0015644,0.0015644
35,85.0278,0.51516,0.74588,0.96908,0.76447,0.8,0.69254,0.51576,0.75459,1.57592,1.65016,0.0015512,0.0015512,0.0015512
36,87.2167,0.50919,0.74184,0.97022,0.967,0.8,0.80676,0.68785,0.72997,1.64265,1.68092,0.001538,0.001538,0.001538
37,89.6012,0.48078,0.6428,0.93311,0.97716,0.8,0.79922,0.58677,0.77347,1.68988,1.71418,0.0015248,0.0015248,0.0015248
38,91.7587,0.51387,0.66505,0.96668,1,0.74947,0.795,0.52766,0.98458,1.80273,1.70166,0.0015116,0.0015116,0.0015116
39,93.9458,0.46122,0.64194,0.95267,0.74819,0.8,0.78278,0.53283,1.51114,1.86122,2.16013,0.0014984,0.0014984,0.0014984
40,95.7339,0.43735,0.65714,0.92703,0.98908,0.8,0.80204,0.50617,1.7087,1.70751,2.57139,0.0014852,0.0014852,0.0014852
41,97.6367,0.46199,0.60683,0.9587,1,0.76623,0.795,0.50081,1.62823,1.88824,2.41987,0.001472,0.001472,0.001472
42,99.2965,0.49491,0.74508,0.961,0.53355,0.8,0.66317,0.363,1.53864,2.31858,2.2249,0.0014588,0.0014588,0.0014588
43,101.241,0.45009,0.6199,0.96093,0.48334,0.8,0.3975,0.21169,1.80429,1.92921,2.44247,0.0014456,0.0014456,0.0014456
44,103.084,0.4712,0.63755,0.93744,0.74609,0.8,0.715,0.32941,2.29849,2.45672,2.93219,0.0014324,0.0014324,0.0014324
45,104.857,0.49006,0.64311,0.92811,0.76484,0.8,0.755,0.36883,1.96232,2.50789,2.59353,0.0014192,0.0014192,0.0014192
46,106.61,0.46837,0.63459,0.98874,0.5597,0.76715,0.56262,0.31534,1.53225,1.98932,2.34982,0.001406,0.001406,0.001406
47,108.286,0.46571,0.6426,0.94191,0.83067,0.98405,0.92833,0.64363,0.88992,1.16161,1.93474,0.0013928,0.0013928,0.0013928
48,109.93,0.42112,0.65393,0.98054,0.98608,0.8,0.795,0.66038,1.20313,1.53018,1.96213,0.0013796,0.0013796,0.0013796
49,111.554,0.42299,0.55927,0.90568,0.9863,0.8,0.795,0.64025,1.50703,1.74697,2.15654,0.0013664,0.0013664,0.0013664
50,113.298,0.47646,0.61045,0.97261,0.98742,0.8,0.795,0.52202,1.83296,1.88408,2.42629,0.0013532,0.0013532,0.0013532
51,115.161,0.42911,0.54902,0.92539,0.98792,0.8,0.795,0.65367,1.34683,1.42432,2.18798,0.00134,0.00134,0.00134
52,116.815,0.46504,0.54689,0.91444,0.98716,0.8,0.795,0.695,1.08561,1.46168,1.74071,0.0013268,0.0013268,0.0013268
53,118.484,0.4328,0.54687,0.90088,0.98482,0.8,0.795,0.72833,0.80454,1.38775,1.55185,0.0013136,0.0013136,0.0013136
54,120.289,0.4096,0.53524,0.89468,0.99834,0.8,0.88591,0.68409,1.04076,1.50184,1.75082,0.0013004,0.0013004,0.0013004
55,122.036,0.4123,0.52249,0.87612,0.77165,0.8,0.755,0.61817,0.86554,1.37864,1.77098,0.0012872,0.0012872,0.0012872
56,123.621,0.39338,0.51805,0.91902,1,0.79178,0.795,0.711,0.95509,1.09061,1.71836,0.001274,0.001274,0.001274
57,125.211,0.39823,0.4692,0.92806,0.98562,1,0.995,0.735,0.97692,1.02917,1.7377,0.0012608,0.0012608,0.0012608
58,126.953,0.48908,0.72283,1.03347,0.9898,0.8,0.82726,0.69823,0.85037,1.03229,1.75613,0.0012476,0.0012476,0.0012476
59,128.59,0.3777,0.48192,0.89187,0.97354,0.8,0.795,0.699,0.93892,1.35634,1.83,0.0012344,0.0012344,0.0012344
60,130.294,0.42657,0.54778,0.95675,0.95525,0.8,0.795,0.687,0.75267,1.32762,1.68968,0.0012212,0.0012212,0.0012212
61,131.956,0.40258,0.49173,0.91241,0.77378,0.8,0.755,0.707,0.70044,1.30636,1.65114,0.001208,0.001208,0.001208
62,133.889,0.41021,0.48912,0.90701,0.79984,0.79937,0.755,0.6795,1.11543,1.45492,1.95895,0.0011948,0.0011948,0.0011948
63,135.911,0.41072,0.48817,0.94356,0.87992,0.8,0.795,0.64519,1.06598,1.31839,1.93448,0.0011816,0.0011816,0.0011816
64,137.764,0.35611,0.48157,0.88676,0.97181,0.8,0.795,0.6835,1.05257,1.39592,1.88664,0.0011684,0.0011684,0.0011684
65,139.729,0.37295,0.45507,0.90589,0.9701,0.8,0.795,0.70525,0.81659,1.45395,1.65168,0.0011552,0.0011552,0.0011552
66,141.855,0.36618,0.46926,0.90331,0.98088,0.8,0.79787,0.71579,0.57433,1.03301,1.51827,0.001142,0.001142,0.001142
67,143.798,0.37937,0.46913,0.89999,0.98868,0.8,0.795,0.7155,0.70307,0.92655,1.64812,0.0011288,0.0011288,0.0011288
68,145.739,0.37372,0.42247,0.87233,0.98874,0.8,0.80121,0.671,0.78842,1.0092,1.77492,0.0011156,0.0011156,0.0011156
69,147.661,0.41301,0.4697,0.90523,0.98837,0.8,0.79745,0.71599,0.79194,0.96698,1.75875,0.0011024,0.0011024,0.0011024
70,149.546,0.38748,0.48012,0.91324,0.98774,0.8,0.795,0.68525,0.74498,0.9311,1.71519,0.0010892,0.0010892,0.0010892
71,151.506,0.37035,0.44843,0.91193,0.98728,0.8,0.795,0.755,0.70968,0.96957,1.69468,0.001076,0.001076,0.001076
72,153.455,0.40981,0.46462,0.93904,0.98815,0.8,0.795,0.735,0.79215,1.07271,1.80216,0.0010628,0.0010628,0.0010628
73,155.134,0.37556,0.47075,0.90271,0.9876,0.8,0.795,0.7155,0.76769,1.05248,1.77101,0.0010496,0.0010496,0.0010496
74,156.787,0.37599,0.45768,0.87566,0.98707,0.8,0.795,0.69038,0.67664,1.01898,1.68526,0.0010364,0.0010364,0.0010364
75,158.393,0.37906,0.46246,0.91136,0.98719,0.8,0.795,0.72037,0.70529,0.96062,1.6885,0.0010232,0.0010232,0.0010232
76,160.336,0.33753,0.4372,0.88883,0.98821,0.8,0.795,0.77,0.80279,1.0096,1.73771,0.00101,0.00101,0.00101
77,162.308,0.35275,0.41396,0.90081,0.98873,0.8,0.795,0.73525,0.77348,0.92666,1.73207,0.0009968,0.0009968,0.0009968
78,164.284,0.35513,0.41983,0.90071,0.98886,0.8,0.80015,0.75552,0.79937,0.98106,1.71998,0.0009836,0.0009836,0.0009836
79,166.241,0.35248,0.41558,0.8942,0.98922,0.8,0.795,0.70696,0.90058,1.04406,1.79266,0.0009704,0.0009704,0.0009704
80,168.298,0.34907,0.40961,0.87863,0.98926,0.8,0.795,0.74183,0.72096,0.92972,1.67735,0.0009572,0.0009572,0.0009572
81,170.241,0.35846,0.45666,0.91595,0.98919,0.8,0.81113,0.70361,0.73841,0.95655,1.72432,0.000944,0.000944,0.000944
82,172.342,0.36705,0.40886,0.88076,0.98871,0.8,0.795,0.72833,0.78404,0.87816,1.84182,0.0009308,0.0009308,0.0009308
83,174.4,0.35172,0.39636,0.89203,0.98823,0.8,0.795,0.74183,0.69311,0.91389,1.67039,0.0009176,0.0009176,0.0009176
84,176.343,0.33888,0.38455,0.9055,0.98755,0.8,0.795,0.74183,0.72046,1.09913,1.60925,0.0009044,0.0009044,0.0009044
85,178.268,0.34952,0.40554,0.89402,0.98697,0.8,0.795,0.74183,0.78523,1.21276,1.66301,0.0008912,0.0008912,0.0008912
86,180.16,0.35497,0.41135,0.89008,1,0.78805,0.795,0.72525,0.89396,1.31333,1.78678,0.000878,0.000878,0.000878
87,182.104,0.36327,0.38598,0.87042,0.98241,0.8,0.795,0.735,0.76545,1.12093,1.74527,0.0008648,0.0008648,0.0008648
88,184.006,0.33789,0.37537,0.8668,0.9713,0.8,0.795,0.6955,0.967,0.89371,1.97134,0.0008516,0.0008516,0.0008516
89,185.898,0.32925,0.38507,0.89096,0.96035,0.8,0.795,0.6955,0.8982,0.86801,1.91463,0.0008384,0.0008384,0.0008384
90,187.851,0.32445,0.38118,0.87412,0.98266,0.8,0.795,0.702,0.83194,0.79713,1.82327,0.0008252,0.0008252,0.0008252
91,189.775,0.32065,0.36696,0.86572,0.97956,0.8,0.795,0.702,0.822,0.76308,1.89921,0.000812,0.000812,0.000812
92,191.685,0.35058,0.4239,0.9111,0.98443,0.8,0.795,0.755,0.73321,0.83093,1.83037,0.0007988,0.0007988,0.0007988
93,193.602,0.30084,0.36561,0.86522,0.98685,0.8,0.795,0.735,0.77018,0.85899,1.85767,0.0007856,0.0007856,0.0007856
94,195.549,0.32396,0.3774,0.85248,0.98736,0.8,0.795,0.715,0.93779,0.91953,2.07357,0.0007724,0.0007724,0.0007724
95,197.454,0.32767,0.38071,0.90093,0.985,0.8,0.795,0.735,0.89093,0.80702,1.98699,0.0007592,0.0007592,0.0007592
96,199.516,0.31575,0.36764,0.86371,0.98355,0.8,0.795,0.755,0.87334,0.74444,1.95107,0.000746,0.000746,0.000746
97,201.456,0.31761,0.3892,0.8957,0.9817,0.8,0.795,0.72525,0.83312,0.73608,1.8965,0.0007328,0.0007328,0.0007328
98,204.683,0.32445,0.38852,0.90767,0.98168,0.8,0.795,0.722,0.74036,0.71388,1.73371,0.0007196,0.0007196,0.0007196
99,207.691,0.29414,0.34369,0.86703,0.97894,0.8,0.795,0.74833,0.65211,0.70048,1.61329,0.0007064,0.0007064,0.0007064
100,210.743,0.31457,0.37025,0.85023,0.99604,1,0.995,0.795,0.63984,0.67831,1.58902,0.0006932,0.0006932,0.0006932
101,215.365,0.3134,0.356,0.89101,0.9938,1,0.995,0.795,0.63996,0.67771,1.56642,0.00068,0.00068,0.00068
102,223.94,0.29881,0.34898,0.88192,0.97895,0.8,0.795,0.755,0.62653,0.61324,1.53537,0.0006668,0.0006668,0.0006668
103,228.249,0.28328,0.34638,0.86214,0.98288,0.8,0.795,0.722,0.62169,0.59704,1.52592,0.0006536,0.0006536,0.0006536
104,231.332,0.28313,0.36573,0.8549,0.98602,0.8,0.795,0.72525,0.63561,0.65862,1.52016,0.0006404,0.0006404,0.0006404
105,235.516,0.3075,0.35554,0.87649,0.98776,0.8,0.795,0.755,0.63399,0.69881,1.53224,0.0006272,0.0006272,0.0006272
106,238.785,0.32274,0.48035,0.896,0.98799,0.8,0.795,0.795,0.6745,0.7346,1.60865,0.000614,0.000614,0.000614
107,245.311,0.31416,0.32804,0.86796,0.98737,0.8,0.795,0.775,0.71221,0.70169,1.68694,0.0006008,0.0006008,0.0006008
108,249.718,0.30304,0.36301,0.86704,0.98538,0.8,0.795,0.77,0.72432,0.62553,1.70665,0.0005876,0.0005876,0.0005876
109,252.783,0.28759,0.34454,0.8641,0.98527,0.8,0.795,0.775,0.68143,0.62949,1.68964,0.0005744,0.0005744,0.0005744
110,255.855,0.2943,0.34653,0.86974,0.98416,0.8,0.795,0.73525,0.63516,0.62526,1.70483,0.0005612,0.0005612,0.0005612
111,259.14,0.29999,0.36858,0.88899,0.98541,0.8,0.795,0.72037,0.66771,0.61593,1.72826,0.000548,0.000548,0.000548
112,262.249,0.2723,0.3393,0.85869,0.98151,0.8,0.795,0.72037,0.72175,0.61252,1.77501,0.0005348,0.0005348,0.0005348
113,265.573,0.28779,0.33205,0.8599,0.97921,0.8,0.795,0.745,0.75433,0.59601,1.80324,0.0005216,0.0005216,0.0005216
114,267.538,0.29604,0.31875,0.8841,0.98048,0.8,0.795,0.755,0.72119,0.58978,1.76251,0.0005084,0.0005084,0.0005084
115,269.471,0.29188,0.34657,0.85964,0.98327,0.8,0.795,0.775,0.71884,0.59222,1.75698,0.0004952,0.0004952,0.0004952
116,271.38,0.29273,0.31669,0.85997,0.9857,0.8,0.795,0.755,0.63713,0.55616,1.66603,0.000482,0.000482,0.000482
117,273.253,0.2569,0.30352,0.85806,0.98633,0.8,0.795,0.775,0.61955,0.54004,1.65567,0.0004688,0.0004688,0.0004688
118,275.172,0.27689,0.35194,0.85397,0.98596,0.8,0.795,0.775,0.63914,0.56369,1.69745,0.0004556,0.0004556,0.0004556
119,277.103,0.28957,0.34046,0.88738,0.98546,0.8,0.795,0.765,0.78394,0.5784,1.86568,0.0004424,0.0004424,0.0004424
120,279.011,0.26332,0.31594,0.8809,0.98473,0.8,0.795,0.765,0.68131,0.57596,1.73249,0.0004292,0.0004292,0.0004292
121,280.912,0.27319,0.30231,0.83823,0.98454,0.8,0.795,0.765,0.65871,0.55683,1.68585,0.000416,0.000416,0.000416
122,282.82,0.26996,0.3088,0.85835,0.98213,0.8,0.795,0.775,0.66881,0.54906,1.66102,0.0004028,0.0004028,0.0004028
123,284.729,0.24535,0.31075,0.84459,0.97799,0.8,0.795,0.775,0.71952,0.55235,1.67043,0.0003896,0.0003896,0.0003896
124,286.654,0.2611,0.31126,0.85748,0.97609,0.8,0.795,0.74183,0.72938,0.55728,1.6406,0.0003764,0.0003764,0.0003764
125,288.54,0.2779,0.31377,0.86545,0.97664,0.8,0.795,0.74183,0.78052,0.55768,1.66871,0.0003632,0.0003632,0.0003632
126,290.45,0.25805,0.30756,0.85337,0.97648,0.8,0.795,0.72525,0.7518,0.54899,1.63372,0.00035,0.00035,0.00035
127,292.515,0.25794,0.28731,0.85852,0.97842,0.8,0.795,0.74183,0.76504,0.5551,1.66343,0.0003368,0.0003368,0.0003368
128,294.441,0.25503,0.30359,0.89001,0.98061,0.8,0.795,0.73525,0.75024,0.54227,1.65106,0.0003236,0.0003236,0.0003236
129,296.332,0.24677,0.29891,0.85163,0.98141,0.8,0.795,0.73525,0.75045,0.54569,1.6658,0.0003104,0.0003104,0.0003104
130,298.264,0.26154,0.29456,0.86655,0.98371,0.8,0.795,0.73525,0.7446,0.55212,1.69079,0.0002972,0.0002972,0.0002972
131,300.153,0.25707,0.3076,0.86381,0.98428,0.8,0.795,0.73525,0.77235,0.54163,1.73695,0.000284,0.000284,0.000284
132,302.068,0.25947,0.29339,0.85807,0.98364,0.8,0.795,0.77,0.79265,0.53846,1.75235,0.0002708,0.0002708,0.0002708
133,303.934,0.26019,0.29153,0.85942,0.98272,0.8,0.795,0.77,0.8346,0.56082,1.81585,0.0002576,0.0002576,0.0002576
134,305.849,0.22659,0.28308,0.86262,0.98091,0.8,0.795,0.765,0.70162,0.58971,1.64904,0.0002444,0.0002444,0.0002444
135,307.811,0.26746,0.30761,0.85799,0.97811,0.8,0.795,0.765,0.63515,0.58175,1.5637,0.0002312,0.0002312,0.0002312
136,309.76,0.2676,0.30367,0.87038,0.97728,0.8,0.795,0.765,0.62544,0.57194,1.54706,0.000218,0.000218,0.000218
137,311.78,0.2408,0.27695,0.85996,0.97858,0.8,0.795,0.765,0.66256,0.56531,1.58706,0.0002048,0.0002048,0.0002048
138,313.844,0.25348,0.30639,0.87916,0.99884,1,0.995,0.785,0.69835,0.57271,1.63664,0.0001916,0.0001916,0.0001916
139,315.864,0.24284,0.28399,0.86941,1,0.99886,0.995,0.785,0.65932,0.57824,1.59484,0.0001784,0.0001784,0.0001784
140,317.735,0.26756,0.31707,0.8769,1,0.99623,0.995,0.785,0.64927,0.5946,1.59922,0.0001652,0.0001652,0.0001652
141,325.343,0.23474,0.35191,0.84262,0.98466,0.8,0.795,0.73525,0.70478,0.61975,1.67829,0.000152,0.000152,0.000152
142,327.908,0.26492,0.34245,0.85493,0.98503,0.8,0.795,0.73525,0.69357,0.64531,1.66021,0.0001388,0.0001388,0.0001388
143,329.795,0.22802,0.30785,0.86626,0.98639,0.8,0.795,0.72037,0.78984,0.67543,1.76789,0.0001256,0.0001256,0.0001256
144,331.55,0.25262,0.33701,0.86948,0.98739,0.8,0.795,0.735,0.81399,0.66002,1.7837,0.0001124,0.0001124,0.0001124
145,333.243,0.24589,0.3008,0.84172,0.98765,0.8,0.795,0.735,0.81836,0.65737,1.79484,9.92e-05,9.92e-05,9.92e-05
146,334.809,0.21638,0.28518,0.82656,0.98835,0.8,0.795,0.7155,0.83327,0.66314,1.81459,8.6e-05,8.6e-05,8.6e-05
147,336.545,0.21457,0.29879,0.85081,0.98835,0.8,0.795,0.7155,0.82427,0.66258,1.81249,7.28e-05,7.28e-05,7.28e-05
148,338.468,0.21849,0.28683,0.84832,0.98842,0.8,0.795,0.7155,0.82421,0.64716,1.81244,5.96e-05,5.96e-05,5.96e-05
149,340.24,0.18839,0.26623,0.8074,0.98827,0.8,0.795,0.7155,0.81559,0.63638,1.80464,4.64e-05,4.64e-05,4.64e-05
150,342.334,0.21462,0.28141,0.85702,0.98821,0.8,0.795,0.7155,0.8017,0.63052,1.79421,3.32e-05,3.32e-05,3.32e-05
